idi,name,birth_year,birth_month,birth_day,gender,registration_id,athletic_score,leadership_score,talent_score,gpa,class_assigned,selected_activity,grade_level,talent,olympiad_scores,subject_specialization,fitness_score,sports_category,subject,mentor_grade,mentor_class,judge
4337,Samantha Garcia,2011,7,14,Female,14337,5.2,2.9,7.2,8.8,7B,Sports,7,,,,62.6,cricket,,,,
4338,Laura Hernandez,2011,8,8,Female,14338,4.2,5.5,2.7,8.1,7C,Sports,7,,,,73.7,chess,,,,
4339,Daniel Rodriguez,2007,12,5,Male,14339,5.8,6.1,3.1,9.9,11A,Scholar,11,,54-95-51,mathematics,,,,,,
4340,Richard Jackson,2007,11,24,Male,14340,8.4,7.4,3.2,8.7,11A,Scholar,11,,70-56-82,science,,,,,,
4341,Sarah Taylor,2006,5,21,Female,14341,0.2,5.8,3.2,7.5,12B,Talent,12,dance,,,,,,,,
4342,William Brown,2009,3,12,Male,14342,7.9,0.5,0.6,9.3,9A,Scholar,9,,51-73-58,science,,,,,,
4343,Charles Garcia,2010,5,24,Male,14343,2.2,7.1,1.3,10.0,8B,Sports,8,,,,82.7,chess,,,,
4344,Matthew Brown,2009,4,15,Male,14344,2.9,0.6,7.1,7.0,9B,Sports,9,,,,82.6,cricket,,,,
4345,Linda Garcia,2006,9,12,Female,14345,0.4,0.8,0.6,7.7,12B,Scholar,12,,52-67-99,science,,,,,,
4346,Lisa Wilson,2008,1,18,Female,14346,5.2,6.3,8.6,6.7,10A,Scholar,10,,75-66-87,mathematics,,,,,,
4347,Maria Jackson,2011,2,12,Female,14347,5.6,7.3,9.2,7.5,7B,Sports,7,,,,52.9,cricket,,,,
4348,Michelle Thomas,2012,10,6,Female,14348,1.4,6.1,2.0,7.3,6C,Scholar,6,,58-69-76,mathematics,,,,,,
4349,Mary Garcia,2010,9,9,Female,14349,6.7,8.9,0.2,6.3,8C,Scholar,8,,97-72-61,science,,,,,,
4350,Michelle Thomas,2012,10,16,Female,14350,8.0,7.9,1.4,6.1,6A,Scholar,6,,66-79-69,mathematics,,,,,,
4351,Paul Williams,2007,1,21,Male,14351,7.2,9.2,6.1,8.5,11B,Scholar,11,,71-68-85,science,,,,,,
4352,Paul Moore,2010,4,20,Male,14352,1.0,8.9,0.5,9.6,8C,Sports,8,,,,91.6,chess,,,,
4353,Robert Brown,2010,11,3,Male,14353,1.2,8.9,6.2,9.7,8A,Sports,8,,,,86.9,chess,,,,
4354,Karen Jackson,2012,8,16,Female,14354,8.2,1.7,6.8,8.7,6A,Sports,6,,,,75.9,chess,,,,
4355,Christine Moore,2006,10,8,Female,14355,1.7,5.5,2.5,6.9,12C,Sports,12,,,,73.1,chess,,,,
4356,Michael Martinez,2008,2,15,Male,14356,5.6,8.9,4.9,8.5,10B,Sports,10,,,,87.2,cricket,,,,
4357,Mark Davis,2008,5,18,Male,14357,2.9,8.3,2.4,6.6,10A,Scholar,10,,67-50-74,science,,,,,,
4358,Linda Gonzalez,2010,7,19,Female,14358,3.4,3.2,9.3,7.0,8B,Talent,8,dance,,,,,,,,
4359,John Brown,2010,4,15,Male,14359,4.0,8.1,5.7,7.8,8C,Sports,8,,,,97.9,chess,,,,
4360,William Moore,2012,3,27,Male,14360,4.3,7.2,0.2,6.2,6B,Scholar,6,,70-93-54,science,,,,,,
4361,Samantha Gonzalez,2011,8,21,Female,14361,8.1,1.0,1.9,9.4,7C,Sports,7,,,,52.0,chess,,,,
4362,Samantha Brown,2010,4,27,Female,14362,4.9,5.5,3.8,7.3,8C,Sports,8,,,,76.3,chess,,,,
4363,Patricia Williams,2007,3,25,Female,14363,9.0,5.5,1.8,6.0,11C,Sports,11,,,,71.7,chess,,,,
4364,Thomas Garcia,2012,9,10,Male,14364,8.2,5.2,7.0,7.6,6A,Scholar,6,,74-71-100,mathematics,,,,,,
4365,William Thomas,2012,2,21,Male,14365,6.1,2.6,9.3,6.2,6C,Talent,6,drama,,,,,,,,
4366,Paul Williams,2012,5,13,Male,14366,2.9,2.1,4.8,8.7,6A,Scholar,6,,88-82-91,science,,,,,,
4367,Michelle Williams,2007,9,24,Female,14367,4.4,9.5,5.6,6.7,11C,Scholar,11,,87-77-88,science,,,,,,
4368,John Johnson,2012,4,6,Male,14368,9.5,5.6,5.7,9.9,6A,Sports,6,,,,65.3,chess,,,,
4369,Matthew Davis,2007,2,26,Male,14369,9.1,3.7,1.9,7.6,11B,Scholar,11,,64-64-88,mathematics,,,,,,
4370,James Garcia,2007,3,13,Male,14370,8.6,1.8,9.3,6.6,11C,Sports,11,,,,79.0,chess,,,,
4371,Daniel Miller,2012,1,22,Male,14371,2.3,6.3,6.7,9.4,6A,Talent,6,singing,,,,,,,,
4372,Samantha Wilson,2008,4,19,Female,14372,4.9,1.3,6.6,9.2,10C,Talent,10,dance,,,,,,,,
4373,Samantha Jackson,2008,7,10,Female,14373,0.4,6.9,1.3,9.5,10C,Scholar,10,,88-55-52,mathematics,,,,,,
4374,Joseph Hernandez,2011,1,21,Male,14374,1.8,4.7,8.2,6.7,7A,Sports,7,,,,59.6,cricket,,,,
4375,Richard Garcia,2006,8,5,Male,14375,6.8,1.3,5.8,6.4,12B,Talent,12,drama,,,,,,,,
4376,Lisa Wilson,2011,8,12,Female,14376,1.9,0.4,1.3,7.5,7B,Talent,7,dance,,,,,,,,
4377,Lisa Davis,2008,10,23,Female,14377,9.2,1.6,6.6,6.9,10A,Sports,10,,,,95.2,chess,,,,
4378,William Williams,2007,10,12,Male,14378,3.9,2.6,7.2,9.1,11C,Scholar,11,,70-68-76,mathematics,,,,,,
4379,John Jackson,2007,5,2,Male,14379,4.1,5.8,5.1,6.8,11B,Sports,11,,,,60.9,chess,,,,
4380,Christine Gonzalez,2008,7,21,Female,14380,9.4,0.3,5.9,8.5,10C,Scholar,10,,98-75-87,science,,,,,,
4381,Robert Jones,2010,12,23,Male,14381,8.1,5.0,4.5,7.0,8A,Sports,8,,,,84.3,chess,,,,
4382,Helen Brown,2008,4,1,Female,14382,9.3,1.9,8.2,7.5,10B,Scholar,10,,65-50-76,science,,,,,,
4383,Steven Miller,2007,5,21,Male,14383,0.6,4.7,7.4,7.4,11C,Scholar,11,,79-74-87,mathematics,,,,,,
4384,Susan Taylor,2012,1,19,Female,14384,8.5,1.2,1.6,7.2,6A,Talent,6,singing,,,,,,,,
4385,Christine Brown,2011,7,24,Female,14385,3.9,6.8,7.8,7.3,7B,Talent,7,drama,,,,,,,,
4386,Steven Martin,2010,5,1,Male,14386,3.1,9.5,6.3,6.7,8B,Scholar,8,,55-92-58,mathematics,,,,,,
4387,Michael Wilson,2009,9,13,Male,14387,5.1,6.7,5.0,8.9,9B,Sports,9,,,,71.0,chess,,,,
4388,Elizabeth Smith,2008,6,9,Female,14388,5.2,4.2,8.1,8.1,10C,Talent,10,drama,,,,,,,,
4389,Steven Smith,2006,12,7,Male,14389,0.7,9.2,4.4,7.1,12B,Scholar,12,,55-61-63,mathematics,,,,,,
4390,Anna Moore,2009,5,8,Female,14390,6.0,8.0,6.6,9.1,9A,Sports,9,,,,72.8,chess,,,,
4391,Thomas Johnson,2008,1,14,Male,14391,0.1,6.7,6.0,7.7,10A,Talent,10,singing,,,,,,,,
4392,Barbara Wilson,2011,2,12,Female,14392,0.3,9.1,2.9,8.9,7C,Talent,7,singing,,,,,,,,
4393,Christine Anderson,2008,7,27,Female,14393,7.3,1.0,3.5,9.3,10C,Scholar,10,,95-54-93,mathematics,,,,,,
4394,Sandra Davis,2011,2,8,Female,14394,0.1,9.0,6.0,7.9,7C,Sports,7,,,,54.3,cricket,,,,
4395,Jessica Jackson,2009,12,9,Female,14395,3.6,3.4,7.3,9.9,9A,Sports,9,,,,80.5,chess,,,,
4396,Laura Miller,2009,3,7,Female,14396,0.7,6.6,5.8,8.8,9A,Sports,9,,,,92.3,chess,,,,
4397,Donald Martinez,2009,11,2,Male,14397,5.8,1.2,3.1,7.7,9C,Talent,9,dance,,,,,,,,
4398,Daniel Brown,2008,2,6,Male,14398,0.7,0.5,1.9,8.1,10A,Scholar,10,,75-100-87,mathematics,,,,,,
4399,Robert Taylor,2008,1,21,Male,14399,5.4,4.6,0.0,9.4,10C,Sports,10,,,,52.4,cricket,,,,
4400,Daniel Smith,2009,4,21,Male,14400,5.5,9.3,2.6,6.6,9C,Scholar,9,,100-70-99,mathematics,,,,,,
4401,Richard Martinez,2008,1,22,Male,14401,6.8,7.3,2.6,8.5,10A,Sports,10,,,,59.7,chess,,,,
4402,Anthony Lopez,2006,3,26,Male,14402,2.3,5.0,6.7,8.5,12C,Scholar,12,,100-66-53,science,,,,,,
4403,John Hernandez,2012,12,18,Male,14403,2.2,6.6,1.3,7.1,6B,Sports,6,,,,95.3,cricket,,,,
4404,John Garcia,2007,12,24,Male,14404,2.2,9.1,0.3,8.1,11C,Sports,11,,,,63.4,cricket,,,,
4405,Helen Brown,2009,12,18,Female,14405,5.9,4.9,6.7,6.8,9B,Sports,9,,,,58.2,chess,,,,
4406,Linda Taylor,2009,4,7,Female,14406,5.0,0.0,1.2,7.5,9A,Scholar,9,,97-72-88,science,,,,,,
4407,William Rodriguez,2010,6,9,Male,14407,4.4,2.1,8.7,7.1,8A,Scholar,8,,84-84-95,mathematics,,,,,,
4408,Jessica Wilson,2012,3,26,Female,14408,9.2,5.7,9.2,8.7,6C,Talent,6,singing,,,,,,,,
4409,Emma Brown,2012,8,18,Female,14409,1.4,0.3,1.7,10.0,6C,Scholar,6,,99-55-60,science,,,,,,
4410,Steven Jackson,2010,3,26,Male,14410,3.0,6.5,5.1,7.9,8A,Scholar,8,,95-55-69,mathematics,,,,,,
4411,Daniel Anderson,2008,3,8,Male,14411,4.6,5.4,5.2,9.8,10C,Scholar,10,,65-63-52,science,,,,,,
4412,Matthew Taylor,2009,6,4,Male,14412,0.2,5.1,1.7,9.6,9B,Talent,9,singing,,,,,,,,
4413,Richard Anderson,2009,3,22,Male,14413,6.0,5.8,7.5,6.8,9A,Sports,9,,,,50.8,cricket,,,,
4414,Jennifer Jones,2006,11,8,Female,14414,9.0,1.7,3.8,6.9,12C,Talent,12,singing,,,,,,,,
4415,Mark Smith,2011,5,2,Male,14415,2.1,9.5,6.7,8.2,7A,Sports,7,,,,56.4,cricket,,,,
4416,Patricia Jones,2007,5,22,Female,14416,6.8,6.0,7.5,6.9,11A,Talent,11,drama,,,,,,,,
4417,Emma Miller,2008,4,1,Female,14417,0.1,5.7,6.9,9.4,10A,Talent,10,singing,,,,,,,,
4418,Joseph Rodriguez,2012,5,18,Male,14418,3.7,9.3,5.9,9.0,6C,Talent,6,dance,,,,,,,,
4419,Robert Williams,2006,6,1,Male,14419,3.5,8.0,5.4,7.0,12A,Scholar,12,,74-59-92,mathematics,,,,,,
4420,David Martin,2007,11,15,Male,14420,3.4,5.5,2.8,6.2,11A,Scholar,11,,66-67-86,mathematics,,,,,,
4421,Sandra Wilson,2010,10,28,Female,14421,8.2,7.9,2.2,9.1,8C,Talent,8,dance,,,,,,,,
4422,Steven Taylor,2012,12,6,Male,14422,6.4,5.8,5.8,9.9,6C,Scholar,6,,77-70-78,science,,,,,,
4423,Samantha Martin,2006,12,7,Female,14423,1.4,8.0,0.9,9.8,12A,Scholar,12,,68-95-58,mathematics,,,,,,
4424,Sandra Jones,2007,5,24,Female,14424,4.5,4.4,0.3,6.3,11A,Scholar,11,,97-88-81,mathematics,,,,,,
4425,Daniel Wilson,2010,5,23,Male,14425,3.4,3.1,6.1,9.3,8B,Scholar,8,,90-99-59,mathematics,,,,,,
4426,Karen Johnson,2012,11,22,Female,14426,9.4,8.5,9.1,9.1,6C,Scholar,6,,93-73-95,science,,,,,,
4427,Paul Williams,2010,12,7,Male,14427,4.2,6.6,3.8,6.5,8B,Sports,8,,,,89.5,cricket,,,,
4428,John Smith,2010,11,24,Male,14428,8.8,8.7,0.2,6.8,8B,Scholar,8,,68-75-58,science,,,,,,
4429,Emma Thomas,2010,5,3,Female,14429,6.7,3.7,4.1,8.1,8C,Talent,8,dance,,,,,,,,
4430,Charles Brown,2006,4,7,Male,14430,6.1,1.2,4.7,6.4,12C,Scholar,12,,58-94-62,science,,,,,,
4431,Christine Jackson,2006,5,4,Female,14431,4.7,7.7,6.1,9.6,12C,Scholar,12,,100-65-87,mathematics,,,,,,
4432,Mary Johnson,2008,1,13,Female,14432,0.7,5.6,4.8,9.5,10A,Sports,10,,,,62.7,chess,,,,
4433,Maria Rodriguez,2008,7,25,Female,14433,7.5,9.2,8.7,9.0,10A,Talent,10,dance,,,,,,,,
4434,Lisa Johnson,2010,1,27,Female,14434,5.2,7.2,0.4,8.8,8A,Sports,8,,,,59.8,cricket,,,,
4435,Linda Williams,2010,9,22,Female,14435,7.3,3.4,0.1,8.5,8A,Talent,8,drama,,,,,,,,
4436,Mark Williams,2010,8,15,Male,14436,6.4,2.7,0.7,8.5,8B,Scholar,8,,100-79-81,mathematics,,,,,,
4437,Charles Anderson,2007,2,24,Male,14437,0.2,2.1,1.5,7.5,11A,Talent,11,dance,,,,,,,,
4438,Lisa Wilson,2008,12,7,Female,14438,0.0,9.4,9.0,6.7,10B,Sports,10,,,,89.5,chess,,,,
4439,Anna Gonzalez,2011,11,7,Female,14439,4.1,8.3,2.5,8.8,7C,Talent,7,dance,,,,,,,,
4440,Robert Moore,2012,9,15,Male,14440,3.1,6.7,6.7,8.1,6A,Sports,6,,,,65.6,chess,,,,
4441,Charles Lopez,2010,7,14,Male,14441,0.5,7.9,1.5,8.8,8C,Talent,8,dance,,,,,,,,
4442,Helen Garcia,2006,1,6,Female,14442,0.8,3.1,0.1,8.8,12A,Scholar,12,,100-96-83,mathematics,,,,,,
4443,George Williams,2008,4,28,Male,14443,0.3,8.7,1.9,8.1,10C,Scholar,10,,99-64-79,science,,,,,,
4444,Mark Williams,2012,4,9,Male,14444,6.4,7.1,7.6,9.6,6B,Sports,6,,,,69.1,cricket,,,,
4445,Lisa Wilson,2012,7,18,Female,14445,7.8,0.1,2.3,9.9,6C,Scholar,6,,79-83-79,science,,,,,,
4446,Anthony Hernandez,2010,6,19,Male,14446,3.0,4.3,4.1,7.5,8A,Talent,8,drama,,,,,,,,
4447,Maria Rodriguez,2007,6,9,Female,14447,5.8,0.9,7.2,9.8,11B,Scholar,11,,83-94-96,mathematics,,,,,,
4448,Jessica Hernandez,2011,8,28,Female,14448,1.0,4.3,1.0,6.1,7C,Scholar,7,,63-51-87,mathematics,,,,,,
4449,Michelle Smith,2011,8,11,Female,14449,2.5,0.6,0.1,8.5,7C,Scholar,7,,96-94-53,mathematics,,,,,,
4450,Anna Thomas,2010,10,24,Female,14450,1.4,2.8,1.0,8.4,8A,Talent,8,dance,,,,,,,,
4451,William Jones,2012,3,12,Male,14451,1.0,1.6,7.5,8.9,6B,Talent,6,singing,,,,,,,,
4452,Thomas Moore,2011,8,11,Male,14452,5.0,7.6,0.1,9.0,7C,Sports,7,,,,56.7,cricket,,,,
4453,Linda Brown,2006,12,10,Female,14453,3.7,0.4,6.9,6.3,12C,Scholar,12,,81-64-79,science,,,,,,
4454,William Miller,2011,3,26,Male,14454,0.4,1.6,8.4,8.6,7B,Talent,7,singing,,,,,,,,
4455,Paul Davis,2007,12,24,Male,14455,9.1,0.7,5.7,8.9,11B,Talent,11,dance,,,,,,,,
4456,Anthony Jones,2007,7,9,Male,14456,7.5,8.6,9.4,6.5,11A,Scholar,11,,75-78-61,mathematics,,,,,,
4457,Michelle Hernandez,2006,4,26,Female,14457,7.9,4.6,8.9,7.4,12A,Talent,12,dance,,,,,,,,
4458,Elizabeth Jones,2012,10,23,Female,14458,1.4,9.0,3.3,8.4,6C,Scholar,6,,77-96-86,mathematics,,,,,,
4459,Laura Miller,2006,8,16,Female,14459,9.1,6.4,7.8,9.8,12B,Talent,12,dance,,,,,,,,
4460,James Martin,2012,4,27,Male,14460,7.9,0.1,7.0,6.1,6C,Talent,6,singing,,,,,,,,
4461,Steven Jackson,2012,3,4,Male,14461,4.2,6.2,1.6,7.6,6C,Sports,6,,,,61.6,cricket,,,,
4462,Mary Gonzalez,2007,12,17,Female,14462,7.2,3.0,0.8,6.7,11A,Sports,11,,,,80.1,chess,,,,
4463,Patricia Garcia,2012,11,11,Female,14463,5.2,1.1,1.2,7.9,6B,Sports,6,,,,92.9,cricket,,,,
4464,Karen Johnson,2011,1,20,Female,14464,7.5,2.4,9.0,9.8,7A,Sports,7,,,,51.2,chess,,,,
4465,Joseph Taylor,2006,5,13,Male,14465,1.4,1.6,5.7,8.5,12C,Sports,12,,,,59.7,cricket,,,,
4466,Susan Rodriguez,2009,7,19,Female,14466,7.0,8.9,0.6,7.6,9B,Scholar,9,,100-75-78,mathematics,,,,,,
4467,Charles Thomas,2007,7,11,Male,14467,2.0,1.1,3.2,6.9,11C,Scholar,11,,79-52-53,mathematics,,,,,,
4468,Susan Thomas,2007,3,6,Female,14468,4.7,4.9,4.5,7.8,11B,Scholar,11,,58-84-81,science,,,,,,
4469,Robert Rodriguez,2011,11,3,Male,14469,8.5,8.0,8.3,9.9,7C,Sports,7,,,,64.3,cricket,,,,
4470,Charles Moore,2007,9,22,Male,14470,1.3,3.8,7.6,7.9,11A,Sports,11,,,,83.8,cricket,,,,
4471,Christine Taylor,2007,4,8,Female,14471,0.4,2.4,3.5,7.1,11C,Talent,11,singing,,,,,,,,
4472,George Rodriguez,2007,10,27,Male,14472,5.0,8.6,3.9,6.3,11B,Scholar,11,,77-67-73,science,,,,,,
4473,James Gonzalez,2006,10,28,Male,14473,8.3,1.9,4.5,8.6,12B,Scholar,12,,62-96-58,mathematics,,,,,,
4474,Steven Jones,2011,9,13,Male,14474,2.3,1.4,4.3,9.2,7B,Talent,7,drama,,,,,,,,
4475,Michelle Miller,2006,6,14,Female,14475,2.1,1.8,2.9,9.8,12B,Sports,12,,,,59.0,chess,,,,
4476,David Jackson,2010,10,1,Male,14476,6.5,5.6,9.3,7.9,8A,Sports,8,,,,80.3,chess,,,,
4477,Helen Williams,2011,2,19,Female,14477,4.3,3.8,7.4,9.5,7A,Sports,7,,,,58.2,chess,,,,
4478,Paul Johnson,2008,1,2,Male,14478,8.2,8.9,5.1,6.6,10C,Sports,10,,,,93.4,chess,,,,
4479,Elizabeth Gonzalez,2007,2,15,Female,14479,6.1,2.1,3.2,7.4,11A,Talent,11,dance,,,,,,,,
4480,Donald Jones,2011,1,23,Male,14480,3.4,4.3,4.8,7.7,7B,Sports,7,,,,90.3,chess,,,,
4481,Samantha Garcia,2006,11,7,Female,14481,2.0,6.1,1.1,9.4,12A,Scholar,12,,69-88-57,science,,,,,,
4482,Mary Hernandez,2010,2,19,Female,14482,3.0,7.1,5.5,8.7,8B,Scholar,8,,77-78-85,science,,,,,,
4483,Christine Martinez,2007,7,4,Female,14483,9.1,2.6,5.6,6.8,11C,Scholar,11,,59-73-72,mathematics,,,,,,
4484,Paul Davis,2011,9,14,Male,14484,1.6,2.2,3.4,7.4,7A,Sports,7,,,,76.1,chess,,,,
4485,Laura Lopez,2008,7,2,Female,14485,8.0,1.5,5.8,7.3,10A,Scholar,10,,58-81-88,science,,,,,,
4486,Daniel Thomas,2009,5,11,Male,14486,2.4,9.3,3.5,6.6,9B,Talent,9,drama,,,,,,,,
4487,Susan Johnson,2011,9,4,Female,14487,1.3,0.1,2.0,7.5,7C,Scholar,7,,97-72-93,science,,,,,,
4488,Thomas Brown,2008,11,28,Male,14488,9.3,0.3,2.7,7.4,10B,Talent,10,dance,,,,,,,,
4489,Linda Lopez,2011,11,15,Female,14489,0.3,8.7,7.5,7.4,7C,Talent,7,dance,,,,,,,,
4490,William Jones,2012,11,6,Male,14490,7.9,0.5,2.4,9.2,6A,Sports,6,,,,61.8,chess,,,,
4491,Kenneth Anderson,2012,6,8,Male,14491,9.3,5.0,1.1,7.5,6A,Scholar,6,,93-57-87,mathematics,,,,,,
4492,Steven Jones,2008,6,14,Male,14492,0.8,1.6,8.8,8.4,10C,Sports,10,,,,82.8,cricket,,,,
4493,Anna Rodriguez,2012,9,18,Female,14493,2.8,5.4,4.6,7.9,6A,Sports,6,,,,53.4,chess,,,,
4494,Richard Jones,2009,5,20,Male,14494,6.8,5.9,2.3,7.1,9B,Sports,9,,,,60.2,cricket,,,,
4495,Christine Rodriguez,2007,2,27,Female,14495,5.5,2.3,9.3,8.2,11A,Scholar,11,,81-50-76,science,,,,,,
4496,Karen Anderson,2008,9,25,Female,14496,6.3,7.4,4.0,8.4,10C,Sports,10,,,,95.5,cricket,,,,
4497,Donald Miller,2012,1,20,Male,14497,8.5,9.4,6.6,6.4,6B,Sports,6,,,,86.8,cricket,,,,
4498,Linda Smith,2012,5,7,Female,14498,4.5,7.1,2.7,8.8,6B,Sports,6,,,,88.1,cricket,,,,
4499,Anthony Williams,2008,9,24,Male,14499,7.0,3.2,0.0,8.7,10B,Scholar,10,,64-92-80,science,,,,,,
4500,Emma Anderson,2007,12,5,Female,14500,4.5,8.4,3.5,7.4,11C,Sports,11,,,,55.8,chess,,,,
4501,Mark Williams,2006,7,14,Male,14501,4.8,5.2,7.3,9.5,12B,Sports,12,,,,86.9,cricket,,,,
4502,William Brown,2009,7,12,Male,14502,5.1,8.5,0.4,6.4,9C,Scholar,9,,59-59-57,mathematics,,,,,,
4503,Anthony Anderson,2008,5,12,Male,14503,1.1,0.5,1.0,8.2,10C,Sports,10,,,,54.3,cricket,,,,
4504,Helen Davis,2009,4,23,Female,14504,3.2,3.6,0.3,7.6,9A,Scholar,9,,53-98-77,science,,,,,,
4505,Maria Anderson,2011,1,2,Female,14505,5.4,5.1,1.1,6.6,7B,Talent,7,drama,,,,,,,,
4506,Mark Taylor,2012,4,5,Male,14506,7.7,1.6,3.8,7.2,6A,Talent,6,dance,,,,,,,,
4507,Jennifer Martin,2008,11,17,Female,14507,4.8,1.0,2.2,9.2,10A,Scholar,10,,81-58-77,mathematics,,,,,,
4508,Daniel Martin,2009,2,26,Male,14508,4.1,1.7,3.8,8.2,9B,Scholar,9,,64-75-53,science,,,,,,
4509,Jennifer Hernandez,2012,8,10,Female,14509,7.3,6.4,1.5,8.7,6B,Scholar,6,,79-78-75,science,,,,,,
4510,Robert Anderson,2009,3,3,Male,14510,7.8,3.9,5.9,8.2,9C,Sports,9,,,,77.8,cricket,,,,
4511,Sandra Hernandez,2011,1,15,Female,14511,1.1,1.0,6.3,6.7,7A,Scholar,7,,94-50-73,mathematics,,,,,,
4512,Anthony Davis,2010,5,28,Male,14512,9.1,2.5,4.4,7.5,8C,Sports,8,,,,69.7,cricket,,,,
4513,Richard Gonzalez,2006,12,7,Male,14513,8.4,8.1,2.3,6.1,12B,Talent,12,singing,,,,,,,,
4514,Thomas Martin,2006,2,5,Male,14514,7.8,3.6,2.6,7.6,12C,Scholar,12,,98-56-52,science,,,,,,
4515,Maria Williams,2007,12,27,Female,14515,1.8,3.4,4.7,9.0,11C,Talent,11,dance,,,,,,,,
4516,David Martinez,2008,4,27,Male,14516,8.8,1.6,0.9,8.4,10B,Sports,10,,,,55.8,cricket,,,,
4517,Charles Thomas,2009,4,20,Male,14517,1.0,8.7,3.6,6.6,9B,Scholar,9,,96-62-69,science,,,,,,
4518,Michelle Jones,2006,4,25,Female,14518,4.7,8.8,8.8,8.8,12C,Sports,12,,,,76.0,chess,,,,
4519,Lisa Jackson,2011,8,24,Female,14519,5.9,5.4,2.3,10.0,7A,Scholar,7,,86-77-69,mathematics,,,,,,
4520,Anna Rodriguez,2011,12,7,Female,14520,9.4,6.2,1.7,9.9,7C,Scholar,7,,85-63-60,science,,,,,,
4521,Maria Jackson,2008,6,25,Female,14521,6.3,1.9,1.7,7.4,10B,Scholar,10,,93-66-57,science,,,,,,
4522,Laura Martinez,2012,2,10,Female,14522,7.7,8.9,5.8,8.9,6C,Talent,6,dance,,,,,,,,
4523,Jessica Williams,2011,3,24,Female,14523,2.8,7.3,4.6,6.8,7B,Talent,7,singing,,,,,,,,
4524,Jennifer Rodriguez,2007,7,3,Female,14524,0.0,5.7,9.1,6.7,11B,Sports,11,,,,78.5,cricket,,,,
4525,Steven Anderson,2008,9,12,Male,14525,1.0,5.3,9.3,9.3,10A,Sports,10,,,,62.0,cricket,,,,
4526,John Taylor,2008,8,13,Male,14526,3.4,7.1,5.1,7.5,10A,Talent,10,drama,,,,,,,,
4527,Kenneth Jones,2011,10,4,Male,14527,0.3,7.3,8.5,6.8,7B,Talent,7,dance,,,,,,,,
4528,Karen Wilson,2007,9,6,Female,14528,0.6,6.9,0.3,8.2,11C,Sports,11,,,,77.8,cricket,,,,
4529,Jennifer Rodriguez,2007,2,6,Female,14529,9.4,7.6,3.4,7.6,11B,Talent,11,dance,,,,,,,,
4530,Steven Wilson,2006,11,9,Male,14530,4.5,5.1,2.3,6.8,12C,Scholar,12,,85-52-95,science,,,,,,
4531,James Moore,2010,5,24,Male,14531,1.7,4.0,5.7,6.8,8B,Talent,8,singing,,,,,,,,
4532,Lisa Jackson,2010,9,23,Female,14532,6.7,8.5,5.0,6.3,8C,Scholar,8,,62-99-96,mathematics,,,,,,
4533,Linda Gonzalez,2006,5,6,Female,14533,4.0,8.2,8.6,8.2,12B,Scholar,12,,53-50-55,science,,,,,,
4534,Patricia Johnson,2007,9,17,Female,14534,4.7,6.0,3.5,8.7,11B,Talent,11,drama,,,,,,,,
4535,Barbara Brown,2008,4,20,Female,14535,6.4,6.8,5.3,8.8,10C,Scholar,10,,60-89-80,science,,,,,,
4536,Steven Rodriguez,2007,7,2,Male,14536,9.0,4.3,3.2,6.9,11C,Talent,11,singing,,,,,,,,
4537,James Rodriguez,2012,5,12,Male,14537,2.6,9.0,6.0,8.2,6C,Scholar,6,,58-67-65,science,,,,,,
4538,Christine Brown,2006,3,4,Female,14538,0.0,8.8,3.3,8.2,12B,Talent,12,singing,,,,,,,,
4539,Michael Garcia,2008,10,1,Male,14539,4.8,8.1,1.4,6.8,10B,Scholar,10,,50-57-57,mathematics,,,,,,
4540,Susan Rodriguez,2012,12,5,Female,14540,1.9,2.5,4.9,9.7,6A,Scholar,6,,99-60-63,science,,,,,,
4541,Barbara Thomas,2006,5,11,Female,14541,1.5,8.2,4.8,6.9,12A,Scholar,12,,94-88-69,science,,,,,,
4542,Anthony Miller,2010,5,2,Male,14542,8.0,8.6,3.7,9.3,8A,Scholar,8,,99-82-74,science,,,,,,
4543,John Brown,2011,8,13,Male,14543,0.1,5.4,2.3,7.5,7A,Scholar,7,,68-59-54,mathematics,,,,,,
4544,Helen Hernandez,2006,5,22,Female,14544,4.1,9.3,7.9,7.3,12B,Talent,12,drama,,,,,,,,
4545,James Martinez,2011,6,9,Male,14545,8.0,7.3,9.2,8.4,7C,Talent,7,singing,,,,,,,,
4546,Steven Martin,2009,9,15,Male,14546,0.1,9.0,5.2,9.2,9A,Talent,9,drama,,,,,,,,
4547,Lisa Moore,2010,6,21,Female,14547,6.3,0.4,3.5,6.4,8A,Scholar,8,,62-97-86,science,,,,,,
4548,George Hernandez,2006,2,9,Male,14548,6.4,6.8,4.6,8.2,12A,Sports,12,,,,87.3,chess,,,,
4549,Daniel Jackson,2011,4,8,Male,14549,4.6,2.5,6.0,7.5,7A,Sports,7,,,,85.4,chess,,,,
4550,Matthew Miller,2007,5,13,Male,14550,2.1,5.2,4.6,7.5,11B,Talent,11,dance,,,,,,,,
4551,Linda Jackson,2009,4,16,Female,14551,1.1,2.4,1.5,6.5,9B,Scholar,9,,69-56-78,mathematics,,,,,,
4552,Lisa Jones,2011,3,15,Female,14552,6.4,5.5,6.6,6.6,7C,Sports,7,,,,62.0,chess,,,,
4553,Jennifer Williams,2011,3,6,Female,14553,3.7,0.5,2.4,6.8,7C,Scholar,7,,98-58-66,mathematics,,,,,,
